name: 🇨🇿 Czechia-8006 | avg_speed: 32.701 MB/s | delay: 17 ms
name: 🇬🇧 UK-5893 | avg_speed: 1.184 MB/s | delay: 774 ms
name: 🇭🇰 Hong-Kong-1942 | avg_speed: 0.000 MB/s | delay: 486 ms
name: 🏁 Relay-9623 | avg_speed: 1.504 MB/s | delay: 858 ms
name: 🇱🇹 Lithuania-4364 | avg_speed: 1.463 MB/s | delay: 849 ms
name: 🏁 Relay-8941 | avg_speed: 0.000 MB/s | delay: 492 ms
name: 🇺🇸 USA-7963 | avg_speed: 0.000 MB/s | delay: 494 ms
name: 🇺🇸 USA-9367 | avg_speed: 1.055 MB/s | delay: 754 ms
name: 🏁 Relay-2066 | avg_speed: 0.000 MB/s | delay: 496 ms
name: 🇺🇸 USA-6274 | avg_speed: 0.130 MB/s | delay: 528 ms
name: 🇳🇱 Netherlands-5280 | avg_speed: 2.059 MB/s | delay: 1195 ms
name: 🇮🇩 Indonesia-5459 | avg_speed: 0.078 MB/s | delay: 516 ms
name: 🇺🇸 USA-8675 | avg_speed: 0.381 MB/s | delay: 590 ms
name: 🏁 Relay-3722 | avg_speed: 0.000 MB/s | delay: 499 ms
name: 🏁 Relay-5308 | avg_speed: 0.000 MB/s | delay: 499 ms
name: 🏁 Relay-2293 | avg_speed: 0.000 MB/s | delay: 501 ms
name: 🇸🇪 Sweden-7786 | avg_speed: 1.504 MB/s | delay: 869 ms
name: 🇯🇵 Japan-8536 | avg_speed: 0.000 MB/s | delay: 503 ms
name: 🇺🇸 USA-1269 | avg_speed: 0.122 MB/s | delay: 536 ms
name: 🇬🇧 UK-6685 | avg_speed: 1.201 MB/s | delay: 801 ms
name: 🇬🇧 UK-6169 | avg_speed: 2.014 MB/s | delay: 1488 ms
name: 🇯🇵 Japan-4365 | avg_speed: 0.000 MB/s | delay: 508 ms
name: 🇫🇷 France-3226 | avg_speed: 2.010 MB/s | delay: 1396 ms
name: 🇩🇪 Germany-3431 | avg_speed: 0.000 MB/s | delay: 509 ms
name: 🏁 Relay-4267 | avg_speed: 0.000 MB/s | delay: 510 ms
name: 🏁 Relay-6168 | avg_speed: 0.000 MB/s | delay: 510 ms
name: 🏁 Relay-6593 | avg_speed: 0.000 MB/s | delay: 510 ms
name: 🇸🇪 Sweden-4594 | avg_speed: 1.143 MB/s | delay: 791 ms
name: 🏁 Relay-6491 | avg_speed: 0.000 MB/s | delay: 513 ms
name: 🇹🇼 Taiwan-4449 | avg_speed: 0.245 MB/s | delay: 574 ms
name: 🏁 Relay-2029 | avg_speed: 0.053 MB/s | delay: 528 ms
name: 🇩🇪 Germany-6084 | avg_speed: 0.000 MB/s | delay: 516 ms
name: 🏁 Relay-4881 | avg_speed: 1.976 MB/s | delay: 1070 ms
name: 🏁 Relay-7963 | avg_speed: 0.000 MB/s | delay: 517 ms
name: 🇺🇸 USA-3143 | avg_speed: 0.208 MB/s | delay: 568 ms
name: 🇩🇪 Germany-8683 | avg_speed: 1.716 MB/s | delay: 937 ms
name: 🇬🇧 UK-3397 | avg_speed: 1.214 MB/s | delay: 815 ms
name: 🏁 Relay-2162 | avg_speed: 0.000 MB/s | delay: 520 ms
name: 🇭🇰 Hong-Kong-2156 | avg_speed: 0.000 MB/s | delay: 520 ms
name: 🇺🇸 USA-5188 | avg_speed: 0.000 MB/s | delay: 520 ms
name: 🇳🇱 Netherlands-7669 | avg_speed: 1.957 MB/s | delay: 4262 ms
name: 🇬🇷 Greece-1834 | avg_speed: 1.175 MB/s | delay: 810 ms
name: 🏁 Relay-5302 | avg_speed: 1.952 MB/s | delay: 1084 ms
name: 🇺🇸 USA-5727 | avg_speed: 0.000 MB/s | delay: 525 ms
name: 🏁 Relay-4795 | avg_speed: 0.000 MB/s | delay: 525 ms
name: 🏁 Relay-5716 | avg_speed: 0.000 MB/s | delay: 526 ms
name: 🇩🇪 Germany-6986 | avg_speed: 0.000 MB/s | delay: 527 ms
name: 🇸🇬 Singapore-1184 | avg_speed: 1.129 MB/s | delay: 804 ms
name: 🇺🇸 USA-4503 | avg_speed: 1.510 MB/s | delay: 898 ms
name: 🇯🇵 Japan-4301 | avg_speed: 0.000 MB/s | delay: 530 ms
name: 🇰🇿 Kazakhstan-3520 | avg_speed: 1.524 MB/s | delay: 903 ms
name: 🏁 Relay-6828 | avg_speed: 1.920 MB/s | delay: 1751 ms
name: 🇯🇵 Japan-3701 | avg_speed: 0.322 MB/s | delay: 610 ms
name: 🇬🇧 UK-1395 | avg_speed: 1.677 MB/s | delay: 942 ms
name: 🇮🇳 India-1319 | avg_speed: 1.227 MB/s | delay: 832 ms
name: 🇲🇩 Moldova-1171 | avg_speed: 0.810 MB/s | delay: 730 ms
name: 🏁 Relay-6525 | avg_speed: 0.000 MB/s | delay: 533 ms
name: 🇭🇰 Hong-Kong-4141 | avg_speed: 0.015 MB/s | delay: 537 ms
name: 🇳🇱 Netherlands-2513 | avg_speed: 0.000 MB/s | delay: 534 ms
name: 🇫🇮 Finland-2036 | avg_speed: 0.026 MB/s | delay: 541 ms
name: 🇯🇵 Japan-4620 | avg_speed: 0.139 MB/s | delay: 570 ms
name: 🇳🇱 Netherlands-4302 | avg_speed: 1.889 MB/s | delay: 1934 ms
name: 🇺🇸 USA-5524 | avg_speed: 0.041 MB/s | delay: 549 ms
name: 🏁 Relay-6877 | avg_speed: 0.000 MB/s | delay: 540 ms
name: 🇺🇸 USA-4171 | avg_speed: 1.591 MB/s | delay: 930 ms
name: 🇩🇪 Germany-9666 | avg_speed: 1.873 MB/s | delay: 2013 ms
name: 🇩🇪 Germany-8441 | avg_speed: 0.000 MB/s | delay: 543 ms
name: 🏁 Relay-1132 | avg_speed: 1.238 MB/s | delay: 847 ms
name: 🇮🇳 India-7965 | avg_speed: 0.012 MB/s | delay: 550 ms
name: 🇺🇸 USA-2978 | avg_speed: 0.446 MB/s | delay: 659 ms
name: 🇩🇪 Germany-9994 | avg_speed: 1.836 MB/s | delay: 3984 ms
name: 🏁 Relay-8430 | avg_speed: 0.000 MB/s | delay: 552 ms
name: 🏁 Relay-6113 | avg_speed: 1.830 MB/s | delay: 2016 ms
name: 🏁 Relay-5982 | avg_speed: 0.000 MB/s | delay: 553 ms
name: 🇮🇳 India-7203 | avg_speed: 0.275 MB/s | delay: 623 ms
name: 🏁 Relay-9761 | avg_speed: 0.000 MB/s | delay: 556 ms
name: 🏁 Relay-9388 | avg_speed: 0.000 MB/s | delay: 559 ms
name: 🏁 Relay-2635 | avg_speed: 0.000 MB/s | delay: 560 ms
name: 🇳🇱 Netherlands-9441 | avg_speed: 0.277 MB/s | delay: 628 ms
name: 🇺🇸 USA-8173 | avg_speed: 0.000 MB/s | delay: 561 ms
name: 🇵🇱 Poland-6023 | avg_speed: 1.787 MB/s | delay: 1530 ms
name: 🇰🇿 Kazakhstan-6482 | avg_speed: 1.132 MB/s | delay: 840 ms
name: 🇸🇪 Sweden-4562 | avg_speed: 1.669 MB/s | delay: 974 ms
name: 🏁 Relay-6812 | avg_speed: 0.000 MB/s | delay: 567 ms
name: 🏁 Relay-1723 | avg_speed: 0.000 MB/s | delay: 567 ms
name: 🏁 Relay-7462 | avg_speed: 0.000 MB/s | delay: 569 ms
name: 🇬🇧 UK-2811 | avg_speed: 0.151 MB/s | delay: 606 ms
name: 🇬🇧 UK-2356 | avg_speed: 1.572 MB/s | delay: 954 ms
name: 🇸🇬 Singapore-5439 | avg_speed: 1.509 MB/s | delay: 940 ms
name: 🇬🇧 UK-4298 | avg_speed: 1.750 MB/s | delay: 1508 ms
name: 🇺🇸 USA-1679 | avg_speed: 0.000 MB/s | delay: 572 ms
name: 🇳🇱 Netherlands-1409 | avg_speed: 1.749 MB/s | delay: 1169 ms
name: 🏁 Relay-5638 | avg_speed: 1.747 MB/s | delay: 1325 ms
name: 🏁 Relay-8666 | avg_speed: 1.744 MB/s | delay: 1408 ms
name: 🇱🇹 Lithuania-3485 | avg_speed: 0.150 MB/s | delay: 611 ms
name: 🇸🇮 Slovenia-3664 | avg_speed: 1.737 MB/s | delay: 1076 ms
name: 🇺🇸 USA-2346 | avg_speed: 1.732 MB/s | delay: 1469 ms
name: 🇬🇧 UK-1713 | avg_speed: 1.731 MB/s | delay: 1020 ms
name: 🇵🇱 Poland-5700 | avg_speed: 1.726 MB/s | delay: 1885 ms
name: 🇦🇺 Australia-5688 | avg_speed: 1.342 MB/s | delay: 906 ms
name: 🏁 Relay-4462 | avg_speed: 0.000 MB/s | delay: 579 ms
name: 🇦🇪 Emirates-4802 | avg_speed: 1.130 MB/s | delay: 856 ms
name: 🇲🇩 Moldova-4958 | avg_speed: 1.718 MB/s | delay: 1068 ms
name: 🇰🇷 South-Korea-5010 | avg_speed: 1.122 MB/s | delay: 855 ms
name: 🏁 Relay-3704 | avg_speed: 0.078 MB/s | delay: 600 ms
name: 🇩🇪 Germany-9138 | avg_speed: 1.702 MB/s | delay: 1397 ms
name: 🇸🇨 Seychelles-7782 | avg_speed: 0.022 MB/s | delay: 591 ms
name: 🏁 Relay-7594 | avg_speed: 0.000 MB/s | delay: 587 ms
name: 🇬🇧 UK-7283 | avg_speed: 0.000 MB/s | delay: 587 ms
name: 🇺🇸 USA-3557 | avg_speed: 1.560 MB/s | delay: 971 ms
name: 🇭🇰 Hong-Kong-7441 | avg_speed: 0.000 MB/s | delay: 592 ms
name: 🇬🇧 UK-9959 | avg_speed: 1.665 MB/s | delay: 1431 ms
name: 🇩🇪 Germany-3426 | avg_speed: 0.000 MB/s | delay: 593 ms
name: 🇬🇧 UK-8082 | avg_speed: 1.660 MB/s | delay: 1188 ms
name: 🇬🇧 UK-1067 | avg_speed: 1.659 MB/s | delay: 1216 ms
name: 🇯🇵 Japan-6380 | avg_speed: 0.330 MB/s | delay: 678 ms
name: 🏁 Relay-8715 | avg_speed: 1.644 MB/s | delay: 1204 ms
name: 🇬🇧 UK-7025 | avg_speed: 1.638 MB/s | delay: 1281 ms
name: 🇬🇧 UK-4504 | avg_speed: 1.632 MB/s | delay: 1974 ms
name: 🏁 Relay-1153 | avg_speed: 1.467 MB/s | delay: 963 ms
name: 🇸🇪 Sweden-2514 | avg_speed: 1.611 MB/s | delay: 2907 ms
name: 🇬🇧 UK-2286 | avg_speed: 1.079 MB/s | delay: 872 ms
name: 🏁 Relay-2231 | avg_speed: 0.000 MB/s | delay: 608 ms
name: 🇺🇸 USA-3383 | avg_speed: 1.598 MB/s | delay: 1085 ms
name: 🏁 Relay-5997 | avg_speed: 1.418 MB/s | delay: 957 ms
name: 🇲🇩 Moldova-3413 | avg_speed: 1.393 MB/s | delay: 951 ms
name: 🇺🇸 USA-6622 | avg_speed: 1.592 MB/s | delay: 2496 ms
name: 🇬🇧 UK-4984 | avg_speed: 1.510 MB/s | delay: 981 ms
name: 🏁 Relay-1598 | avg_speed: 1.289 MB/s | delay: 928 ms
name: 🇯🇵 Japan-3296 | avg_speed: 1.581 MB/s | delay: 1367 ms
name: 🇰🇷 South-Korea-1036 | avg_speed: 0.012 MB/s | delay: 617 ms
name: 🇯🇵 Japan-6872 | avg_speed: 0.253 MB/s | delay: 678 ms
name: 🇯🇵 Japan-7461 | avg_speed: 0.246 MB/s | delay: 677 ms
name: 🇭🇰 Hong-Kong-1515 | avg_speed: 0.004 MB/s | delay: 619 ms
name: 🇯🇵 Japan-1668 | avg_speed: 0.000 MB/s | delay: 619 ms
name: 🇸🇪 Sweden-4836 | avg_speed: 1.012 MB/s | delay: 867 ms
name: 🏁 Relay-1156 | avg_speed: 1.554 MB/s | delay: 1382 ms
name: 🇭🇰 Hong-Kong-1087 | avg_speed: 1.419 MB/s | delay: 969 ms
name: 🏁 Relay-5085 | avg_speed: 0.000 MB/s | delay: 623 ms
name: 🇺🇸 USA-8458 | avg_speed: 1.402 MB/s | delay: 966 ms
name: 🇱🇹 Lithuania-7050 | avg_speed: 1.538 MB/s | delay: 1192 ms
name: 🇸🇬 Singapore-1319 | avg_speed: 0.000 MB/s | delay: 624 ms
name: 🇸🇬 Singapore-5509 | avg_speed: 0.000 MB/s | delay: 624 ms
name: 🇩🇪 Germany-9285 | avg_speed: 0.000 MB/s | delay: 624 ms
name: 🇰🇷 South-Korea-4645 | avg_speed: 1.533 MB/s | delay: 5072 ms
name: 🇯🇵 Japan-4223 | avg_speed: 0.246 MB/s | delay: 686 ms
name: 🇹🇷 Turkey-5361 | avg_speed: 1.527 MB/s | delay: 1243 ms
name: 🇭🇰 Hong-Kong-3223 | avg_speed: 0.000 MB/s | delay: 627 ms
name: 🇺🇸 USA-2891 | avg_speed: 1.517 MB/s | delay: 1047 ms
name: 🇸🇬 Singapore-6716 | avg_speed: 0.000 MB/s | delay: 629 ms
name: 🇰🇿 Kazakhstan-8620 | avg_speed: 1.513 MB/s | delay: 1078 ms
name: 🇫🇷 France-5334 | avg_speed: 1.329 MB/s | delay: 957 ms
name: 🏁 Relay-1398 | avg_speed: 0.232 MB/s | delay: 689 ms
name: 🇩🇪 Germany-1860 | avg_speed: 0.000 MB/s | delay: 634 ms
name: 🇸🇬 Singapore-3501 | avg_speed: 0.000 MB/s | delay: 634 ms
name: 🏁 Relay-4795 | avg_speed: 0.000 MB/s | delay: 634 ms
name: 🇬🇧 UK-8137 | avg_speed: 1.495 MB/s | delay: 1021 ms
name: 🇰🇷 South-Korea-2377 | avg_speed: 0.000 MB/s | delay: 635 ms
name: 🇯🇵 Japan-3312 | avg_speed: 0.100 MB/s | delay: 660 ms
name: 🇸🇪 Sweden-8468 | avg_speed: 1.482 MB/s | delay: 1023 ms
name: 🇳🇱 Netherlands-3520 | avg_speed: 0.000 MB/s | delay: 638 ms
name: 🏁 Relay-3579 | avg_speed: 0.000 MB/s | delay: 638 ms
name: 🇩🇪 Germany-1871 | avg_speed: 0.117 MB/s | delay: 667 ms
name: 🇮🇳 India-2125 | avg_speed: 0.088 MB/s | delay: 660 ms
name: 🏁 Relay-2776 | avg_speed: 1.476 MB/s | delay: 1467 ms
name: 🏁 Relay-9260 | avg_speed: 1.474 MB/s | delay: 1016 ms
name: 🇬🇧 UK-2627 | avg_speed: 1.469 MB/s | delay: 1034 ms
name: 🏁 Relay-5625 | avg_speed: 0.000 MB/s | delay: 641 ms
name: 🏁 Relay-7624 | avg_speed: 1.466 MB/s | delay: 1605 ms
name: 🇫🇮 Finland-6540 | avg_speed: 1.037 MB/s | delay: 896 ms
name: 🇸🇬 Singapore-7014 | avg_speed: 0.000 MB/s | delay: 643 ms
name: 🇭🇰 Hong-Kong-1289 | avg_speed: 0.000 MB/s | delay: 643 ms
name: 🏁 Relay-8959 | avg_speed: 0.000 MB/s | delay: 643 ms
name: 🇯🇵 Japan-8244 | avg_speed: 0.000 MB/s | delay: 643 ms
name: 🇸🇨 Seychelles-6799 | avg_speed: 1.455 MB/s | delay: 1276 ms
name: 🇱🇹 Lithuania-3250 | avg_speed: 1.453 MB/s | delay: 1254 ms
name: 🏁 Relay-8911 | avg_speed: 0.965 MB/s | delay: 882 ms
name: 🇹🇼 Taiwan-5455 | avg_speed: 0.213 MB/s | delay: 699 ms
name: 🇨🇳 China-5338 | avg_speed: 0.000 MB/s | delay: 648 ms
name: 🏁 Relay-7437 | avg_speed: 1.436 MB/s | delay: 3770 ms
name: 🇱🇺 Luxembourg-7874 | avg_speed: 1.436 MB/s | delay: 1061 ms
name: 🇫🇮 Finland-5929 | avg_speed: 1.434 MB/s | delay: 8891 ms
name: 🇱🇻 Latvia-4865 | avg_speed: 1.428 MB/s | delay: 1072 ms
name: 🇬🇧 UK-5246 | avg_speed: 1.424 MB/s | delay: 1023 ms
name: 🇩🇪 Germany-1701 | avg_speed: 0.000 MB/s | delay: 652 ms
name: 🇹🇼 Taiwan-9262 | avg_speed: 0.032 MB/s | delay: 660 ms
name: 🇯🇵 Japan-8000 | avg_speed: 0.000 MB/s | delay: 653 ms
name: 🇭🇰 Hong-Kong-8373 | avg_speed: 0.019 MB/s | delay: 658 ms
name: 🇯🇵 Japan-8538 | avg_speed: 1.408 MB/s | delay: 1333 ms
name: 🇸🇬 Singapore-1641 | avg_speed: 0.000 MB/s | delay: 656 ms
name: 🏁 Relay-2272 | avg_speed: 0.000 MB/s | delay: 656 ms
name: 🇳🇱 Netherlands-5369 | avg_speed: 0.000 MB/s | delay: 657 ms
name: 🇫🇮 Finland-7922 | avg_speed: 0.113 MB/s | delay: 685 ms
name: 🏁 Relay-5984 | avg_speed: 0.251 MB/s | delay: 721 ms
name: 🇩🇪 Germany-7050 | avg_speed: 0.000 MB/s | delay: 661 ms
name: 🇺🇸 USA-3349 | avg_speed: 0.132 MB/s | delay: 694 ms
name: 🏁 Relay-4175 | avg_speed: 0.000 MB/s | delay: 663 ms
name: 🏁 Relay-3619 | avg_speed: 1.368 MB/s | delay: 1265 ms
name: 🇭🇰 Hong-Kong-6404 | avg_speed: 0.000 MB/s | delay: 666 ms
name: 🏁 Relay-3664 | avg_speed: 0.878 MB/s | delay: 881 ms
name: 🇰🇷 South-Korea-9957 | avg_speed: 0.000 MB/s | delay: 667 ms
name: 🇱🇺 Luxembourg-9240 | avg_speed: 1.352 MB/s | delay: 1521 ms
name: 🏁 Relay-9121 | avg_speed: 1.130 MB/s | delay: 946 ms
name: 🇺🇸 USA-7941 | avg_speed: 1.350 MB/s | delay: 1883 ms
name: 🇩🇪 Germany-3466 | avg_speed: 1.347 MB/s | delay: 1415 ms
name: 🏁 Relay-2927 | avg_speed: 0.000 MB/s | delay: 671 ms
name: 🇩🇪 Germany-7217 | avg_speed: 1.344 MB/s | delay: 1273 ms
name: 🇯🇵 Japan-8243 | avg_speed: 0.000 MB/s | delay: 673 ms
name: 🇷🇴 Romania-3822 | avg_speed: 1.335 MB/s | delay: 1361 ms
name: 🇺🇸 USA-8038 | avg_speed: 1.331 MB/s | delay: 1254 ms
name: 🇪🇪 Estonia-4269 | avg_speed: 1.331 MB/s | delay: 1229 ms
name: 🇸🇬 Singapore-7289 | avg_speed: 0.198 MB/s | delay: 723 ms
name: 🇱🇺 Luxembourg-9248 | avg_speed: 1.320 MB/s | delay: 1088 ms
name: 🇩🇪 Germany-4739 | avg_speed: 1.319 MB/s | delay: 1432 ms
name: 🇬🇧 UK-5460 | avg_speed: 1.314 MB/s | delay: 1466 ms
name: 🇸🇬 Singapore-6271 | avg_speed: 0.000 MB/s | delay: 679 ms
name: 🇩🇪 Germany-2106 | avg_speed: 0.000 MB/s | delay: 680 ms
name: 🇯🇵 Japan-7736 | avg_speed: 0.000 MB/s | delay: 680 ms
name: 🇺🇸 USA-5357 | avg_speed: 1.307 MB/s | delay: 1325 ms
name: 🇨🇳 China-3416 | avg_speed: 0.000 MB/s | delay: 683 ms
name: 🇺🇸 USA-9764 | avg_speed: 1.292 MB/s | delay: 1254 ms
name: 🇬🇧 UK-1081 | avg_speed: 1.102 MB/s | delay: 954 ms
name: 🇺🇸 USA-7968 | avg_speed: 0.000 MB/s | delay: 687 ms
name: 🇺🇸 USA-8615 | avg_speed: 0.000 MB/s | delay: 688 ms
name: 🏁 Relay-9746 | avg_speed: 0.000 MB/s | delay: 689 ms
name: 🇸🇬 Singapore-7856 | avg_speed: 0.217 MB/s | delay: 742 ms
name: 🇸🇬 Singapore-7514 | avg_speed: 0.000 MB/s | delay: 690 ms
name: 🇨🇳 China-7651 | avg_speed: 0.000 MB/s | delay: 690 ms
name: 🇩🇪 Germany-6905 | avg_speed: 1.266 MB/s | delay: 1454 ms
name: 🇬🇧 UK-4770 | avg_speed: 1.261 MB/s | delay: 1303 ms
name: 🇺🇸 USA-4306 | avg_speed: 1.256 MB/s | delay: 1194 ms
name: 🇳🇱 Netherlands-8180 | avg_speed: 1.255 MB/s | delay: 1424 ms
name: 🇱🇹 Lithuania-3902 | avg_speed: 1.246 MB/s | delay: 1341 ms
name: 🇯🇵 Japan-7812 | avg_speed: 0.000 MB/s | delay: 696 ms
name: 🇳🇱 Netherlands-4212 | avg_speed: 1.239 MB/s | delay: 4369 ms
name: 🇳🇱 Netherlands-9398 | avg_speed: 1.239 MB/s | delay: 2435 ms
name: 🇺🇸 USA-2643 | avg_speed: 0.243 MB/s | delay: 757 ms
name: 🏁 Relay-9664 | avg_speed: 0.002 MB/s | delay: 698 ms
name: 🇺🇸 USA-3346 | avg_speed: 0.000 MB/s | delay: 701 ms
name: 🇫🇮 Finland-9794 | avg_speed: 0.504 MB/s | delay: 825 ms
name: 🏁 Relay-5732 | avg_speed: 0.000 MB/s | delay: 704 ms
name: 🇩🇪 Germany-7753 | avg_speed: 0.000 MB/s | delay: 705 ms
name: 🇨🇳 China-2308 | avg_speed: 0.000 MB/s | delay: 705 ms
name: 🇬🇧 UK-9203 | avg_speed: 1.198 MB/s | delay: 1377 ms
name: 🇰🇷 South-Korea-7650 | avg_speed: 0.000 MB/s | delay: 707 ms
name: 🇨🇳 China-9811 | avg_speed: 0.000 MB/s | delay: 707 ms
name: 🇩🇪 Germany-2288 | avg_speed: 1.192 MB/s | delay: 7815 ms
name: 🇳🇱 Netherlands-4412 | avg_speed: 1.183 MB/s | delay: 1056 ms
name: 🇨🇳 China-5562 | avg_speed: 0.000 MB/s | delay: 711 ms
name: 🇱🇹 Lithuania-5734 | avg_speed: 1.166 MB/s | delay: 1239 ms
name: 🇫🇷 France-2319 | avg_speed: 1.161 MB/s | delay: 1349 ms
name: 🇳🇱 Netherlands-6074 | avg_speed: 1.154 MB/s | delay: 1796 ms
name: 🇭🇰 Hong-Kong-8343 | avg_speed: 0.000 MB/s | delay: 719 ms
name: 🏁 Relay-2048 | avg_speed: 0.393 MB/s | delay: 816 ms
name: 🇨🇳 China-8973 | avg_speed: 0.000 MB/s | delay: 722 ms
name: 🇹🇼 Taiwan-5726 | avg_speed: 1.133 MB/s | delay: 1681 ms
name: 🇸🇬 Singapore-5910 | avg_speed: 0.176 MB/s | delay: 767 ms
name: 🇸🇨 Seychelles-7726 | avg_speed: 1.126 MB/s | delay: 1542 ms
name: 🇭🇰 Hong-Kong-1945 | avg_speed: 0.030 MB/s | delay: 733 ms
name: 🇨🇾 Cyprus-6232 | avg_speed: 1.120 MB/s | delay: 1203 ms
name: 🇹🇼 Taiwan-1890 | avg_speed: 0.175 MB/s | delay: 770 ms
name: 🏁 Relay-4216 | avg_speed: 0.473 MB/s | delay: 843 ms
name: 🇨🇾 Cyprus-2040 | avg_speed: 0.000 MB/s | delay: 729 ms
name: 🇹🇼 Taiwan-7866 | avg_speed: 0.123 MB/s | delay: 761 ms
name: 🇨🇳 China-5454 | avg_speed: 0.000 MB/s | delay: 731 ms
name: 🇺🇸 USA-8159 | avg_speed: 1.092 MB/s | delay: 1214 ms
name: 🇩🇪 Germany-6125 | avg_speed: 1.088 MB/s | delay: 1556 ms
name: 🇸🇬 Singapore-5681 | avg_speed: 0.367 MB/s | delay: 825 ms
name: 🇸🇬 Singapore-1160 | avg_speed: 0.203 MB/s | delay: 785 ms
name: 🇩🇪 Germany-9539 | avg_speed: 1.081 MB/s | delay: 4626 ms
name: 🇩🇪 Germany-7354 | avg_speed: 1.071 MB/s | delay: 4414 ms
name: 🇹🇼 Taiwan-8392 | avg_speed: 1.063 MB/s | delay: 1187 ms
name: 🏁 Relay-9082 | avg_speed: 0.000 MB/s | delay: 740 ms
name: 🇨🇳 China-1647 | avg_speed: 0.000 MB/s | delay: 741 ms
name: 🇸🇬 Singapore-9345 | avg_speed: 1.056 MB/s | delay: 3524 ms
name: 🇰🇷 South-Korea-4895 | avg_speed: 1.051 MB/s | delay: 1403 ms
name: 🇬🇧 UK-5629 | avg_speed: 1.050 MB/s | delay: 2270 ms
name: 🇸🇬 Singapore-5039 | avg_speed: 0.197 MB/s | delay: 793 ms
name: 🏁 Relay-3505 | avg_speed: 0.000 MB/s | delay: 745 ms
name: 🇰🇿 Kazakhstan-8625 | avg_speed: 1.040 MB/s | delay: 1115 ms
name: 🇺🇸 USA-1845 | avg_speed: 1.040 MB/s | delay: 5453 ms
name: 🇨🇦 Canada-5142 | avg_speed: 0.609 MB/s | delay: 895 ms
name: 🇰🇿 Kazakhstan-7922 | avg_speed: 1.036 MB/s | delay: 1495 ms
name: 🇭🇰 Hong-Kong-3162 | avg_speed: 0.000 MB/s | delay: 748 ms
name: 🇩🇪 Germany-9807 | avg_speed: 0.872 MB/s | delay: 962 ms
name: 🇬🇧 UK-9446 | avg_speed: 1.024 MB/s | delay: 1487 ms
name: 🇨🇳 China-7095 | avg_speed: 0.000 MB/s | delay: 750 ms
name: 🇺🇸 USA-1055 | avg_speed: 1.021 MB/s | delay: 2242 ms
name: 🇺🇸 USA-3063 | avg_speed: 1.016 MB/s | delay: 2383 ms
name: 🇲🇾 Malaysia-8892 | avg_speed: 0.000 MB/s | delay: 753 ms
name: 🇬🇧 UK-1523 | avg_speed: 0.949 MB/s | delay: 987 ms
name: 🏁 Relay-6187 | avg_speed: 0.879 MB/s | delay: 970 ms
name: 🇩🇪 Germany-7969 | avg_speed: 1.000 MB/s | delay: 1657 ms
name: 🇩🇪 Germany-8266 | avg_speed: 0.990 MB/s | delay: 1547 ms
name: 🇯🇵 Japan-4938 | avg_speed: 0.986 MB/s | delay: 9549 ms
name: 🇰🇷 South-Korea-9082 | avg_speed: 0.983 MB/s | delay: 9700 ms
name: 🇺🇸 USA-5560 | avg_speed: 0.050 MB/s | delay: 774 ms
name: 🇰🇷 South-Korea-1583 | avg_speed: 0.000 MB/s | delay: 762 ms
name: 🇬🇷 Greece-5569 | avg_speed: 0.969 MB/s | delay: 1441 ms
name: 🇵🇱 Poland-7825 | avg_speed: 0.955 MB/s | delay: 3935 ms
name: 🇧🇿 Belize-3380 | avg_speed: 0.953 MB/s | delay: 1494 ms
name: 🇨🇦 Canada-7716 | avg_speed: 0.952 MB/s | delay: 1335 ms
name: 🇭🇰 Hong-Kong-9190 | avg_speed: 0.015 MB/s | delay: 772 ms
name: 🇯🇵 Japan-8960 | avg_speed: 0.946 MB/s | delay: 8263 ms
name: 🇸🇬 Singapore-3627 | avg_speed: 0.000 MB/s | delay: 769 ms
name: 🇰🇷 South-Korea-1983 | avg_speed: 0.000 MB/s | delay: 774 ms
name: 🇺🇸 USA-1892 | avg_speed: 0.000 MB/s | delay: 775 ms
name: 🇩🇪 Germany-5582 | avg_speed: 0.169 MB/s | delay: 817 ms
name: 🇸🇬 Singapore-2351 | avg_speed: 0.000 MB/s | delay: 776 ms
name: 🇸🇬 Singapore-1289 | avg_speed: 0.156 MB/s | delay: 817 ms
name: 🏁 Relay-5249 | avg_speed: 0.901 MB/s | delay: 1006 ms
name: 🇩🇪 Germany-8198 | avg_speed: 0.885 MB/s | delay: 1393 ms
name: 🏁 Relay-2059 | avg_speed: 0.000 MB/s | delay: 785 ms
name: 🇩🇪 Germany-1556 | avg_speed: 0.165 MB/s | delay: 826 ms
name: 🇮🇹 Italy-3897 | avg_speed: 0.867 MB/s | delay: 5178 ms
name: 🇨🇳 China-7468 | avg_speed: 0.000 MB/s | delay: 789 ms
name: 🇭🇰 Hong-Kong-6845 | avg_speed: 0.017 MB/s | delay: 794 ms
name: 🇨🇳 China-5659 | avg_speed: 0.000 MB/s | delay: 790 ms
name: 🇸🇬 Singapore-6732 | avg_speed: 0.169 MB/s | delay: 832 ms
name: 🇺🇸 USA-4243 | avg_speed: 0.852 MB/s | delay: 3612 ms
name: 🇺🇸 USA-2804 | avg_speed: 0.000 MB/s | delay: 792 ms
name: 🇸🇬 Singapore-1461 | avg_speed: 0.169 MB/s | delay: 834 ms
name: 🇸🇬 Singapore-7688 | avg_speed: 0.000 MB/s | delay: 793 ms
name: 🇸🇬 Singapore-9951 | avg_speed: 0.156 MB/s | delay: 833 ms
name: 🏁 Relay-7048 | avg_speed: 0.000 MB/s | delay: 795 ms
